"Order Number","Line Item","Order Date","Delivery Date",CustomerKey,StoreKey,ProductKey,Quantity,"Currency Code"
1534017,1,3/14/2019,,1584962,50,1497,4,USD
1534017,2,3/14/2019,,1584962,50,436,2,USD
1534017,3,3/14/2019,,1584962,50,1609,1,USD
1534018,1,3/14/2019,,400068,27,1756,2,EUR
1534019,1,3/14/2019,,431088,26,1210,1,EUR
1534020,1,3/14/2019,3/20/2019,144330,0,1686,10,AUD
1534020,2,3/14/2019,3/20/2019,144330,0,296,3,AUD
1534021,1,3/14/2019,3/20/2019,1415255,0,1216,2,USD
1534022,1,3/14/2019,,1467706,61,587,3,USD
1534022,2,3/14/2019,,1467706,61,1631,3,USD
1534022,3,3/14/2019,,1467706,61,2049,3,USD
1534023,1,3/14/2019,3/19/2019,1535508,0,426,1,USD
1534024,1,3/14/2019,,325116,9,35,6,CAD
1534024,2,3/14/2019,,325116,9,483,1,CAD
1534025,1,3/14/2019,,262052,10,76,1,CAD
1534025,2,3/14/2019,,262052,10,584,2,CAD
1534025,3,3/14/2019,,262052,10,460,2,CAD
1534025,4,3/14/2019,,262052,10,2335,7,CAD
1534026,1,3/14/2019,,1682660,59,762,2,USD
1534027,1,3/14/2019,,593068,21,1582,2,EUR
1534027,2,3/14/2019,,593068,21,1059,1,EUR
1534028,1,3/14/2019,,1414295,62,551,2,USD
1534028,2,3/14/2019,,1414295,62,899,2,USD
1534028,3,3/14/2019,,1414295,62,458,2,USD
1534028,4,3/14/2019,,1414295,62,1266,1,USD
1535000,1,3/15/2019,,678925,16,2492,2,EUR
1535001,1,3/15/2019,3/20/2019,1110012,0,82,1,GBP
1535001,2,3/15/2019,3/20/2019,1110012,0,1571,4,GBP
1535003,1,3/15/2019,,1529852,44,87,2,USD
1535003,2,3/15/2019,,1529852,44,83,1,USD
1535004,1,3/15/2019,,818245,33,1262,3,EUR
1535004,2,3/15/2019,,818245,33,729,4,EUR
1535005,1,3/15/2019,,1313973,43,1332,5,USD
1535006,1,3/15/2019,,12729,1,1149,5,AUD
1535007,1,3/15/2019,,1530975,50,89,4,USD
1535007,2,3/15/2019,,1530975,50,1045,7,USD
1535008,1,3/15/2019,3/19/2019,551706,0,2089,1,EUR
1535008,2,3/15/2019,3/19/2019,551706,0,85,3,EUR
1535008,3,3/15/2019,3/19/2019,551706,0,469,2,EUR
1535009,1,3/15/2019,,2079171,64,330,2,USD
1535010,1,3/15/2019,,633008,15,1448,9,EUR
1535010,2,3/15/2019,,633008,15,87,1,EUR
1535010,3,3/15/2019,,633008,15,1684,3,EUR
1535010,4,3/15/2019,,633008,15,691,2,EUR
1535011,1,3/15/2019,,581404,26,1624,4,EUR
1535011,2,3/15/2019,,581404,26,55,7,EUR
1535011,3,3/15/2019,,581404,26,1783,2,EUR
1535012,1,3/15/2019,,71220,5,2474,2,AUD
1535012,2,3/15/2019,,71220,5,696,1,AUD
1535013,1,3/15/2019,,2027861,44,851,1,USD
1535013,2,3/15/2019,,2027861,44,1648,9,USD
1535014,1,3/15/2019,,948305,38,991,2,GBP
1535014,2,3/15/2019,,948305,38,448,2,GBP
1535015,1,3/15/2019,,555530,21,1642,5,EUR
1536000,1,3/16/2019,3/21/2019,1269245,0,2414,1,USD
1536001,1,3/16/2019,,1595646,61,2368,3,USD
1536001,2,3/16/2019,,1595646,61,1634,2,USD
1536001,3,3/16/2019,,1595646,61,1639,3,USD
1536002,1,3/16/2019,,1297782,49,1712,1,USD
1536002,2,3/16/2019,,1297782,49,161,1,USD
1536002,3,3/16/2019,,1297782,49,792,2,USD
1536002,4,3/16/2019,,1297782,49,2028,1,USD
1536003,1,3/16/2019,,508885,21,1561,5,EUR
1536003,2,3/16/2019,,508885,21,1790,1,EUR
1536003,3,3/16/2019,,508885,21,707,2,EUR
1536004,1,3/16/2019,,1183661,37,1104,2,GBP
1536004,2,3/16/2019,,1183661,37,46,2,GBP
1536005,1,3/16/2019,,900515,36,1608,3,GBP
1536006,1,3/16/2019,,1287862,53,1431,4,USD
1536007,1,3/16/2019,,871505,31,176,1,EUR
1536008,1,3/16/2019,,906443,36,1579,4,GBP
1536009,1,3/16/2019,3/18/2019,1678823,0,1585,8,USD
1536009,2,3/16/2019,3/18/2019,1678823,0,33,7,USD
1536010,1,3/16/2019,,855668,33,1023,2,EUR
1536011,1,3/16/2019,3/21/2019,1921662,0,1059,1,USD
1536011,2,3/16/2019,3/21/2019,1921662,0,1600,1,USD
1536012,1,3/16/2019,3/18/2019,1294022,0,1787,3,USD
1536012,2,3/16/2019,3/18/2019,1294022,0,1612,3,USD
1536013,1,3/16/2019,,1305082,43,1057,2,USD
1536015,1,3/16/2019,,1221984,51,458,3,USD
1536016,1,3/16/2019,,1629416,50,1407,2,USD
1536016,2,3/16/2019,,1629416,50,1579,8,USD
1536016,3,3/16/2019,,1629416,50,108,6,USD
1536016,4,3/16/2019,,1629416,50,943,4,USD
1536017,1,3/16/2019,3/25/2019,1013352,0,1609,2,GBP
1536017,2,3/16/2019,3/25/2019,1013352,0,1612,1,GBP
1536017,3,3/16/2019,3/25/2019,1013352,0,395,2,GBP
1536018,1,3/16/2019,,1367439,45,1328,3,USD
1536018,2,3/16/2019,,1367439,45,2076,5,USD
1536019,1,3/16/2019,3/20/2019,1952591,0,1815,2,USD
1536019,2,3/16/2019,3/20/2019,1952591,0,105,1,USD
1536019,3,3/16/2019,3/20/2019,1952591,0,1563,2,USD
1536020,1,3/16/2019,,1519854,49,1682,9,USD
1536020,2,3/16/2019,,1519854,49,1718,3,USD
1536021,1,3/16/2019,,350496,10,1627,2,CAD
1536021,2,3/16/2019,,350496,10,110,1,CAD
1536022,1,3/16/2019,,1813480,54,845,3,USD
1536022,2,3/16/2019,,1813480,54,1184,6,USD
1537000,1,3/17/2019,,1100448,42,453,6,GBP
1538000,1,3/18/2019,,1788365,63,453,1,USD
1538002,1,3/18/2019,,373120,9,451,2,CAD
1538002,2,3/18/2019,,373120,9,1403,2,CAD
1538002,3,3/18/2019,,373120,9,2186,6,CAD
1538002,4,3/18/2019,,373120,9,1777,1,CAD
1538003,1,3/18/2019,,410798,26,1498,2,EUR
1538003,2,3/18/2019,,410798,26,1574,5,EUR
1538003,3,3/18/2019,,410798,26,7,7,EUR
1538003,4,3/18/2019,,410798,26,441,2,EUR
1539000,1,3/19/2019,,2053447,63,69,4,USD
1539000,2,3/19/2019,,2053447,63,1728,1,USD
1539000,3,3/19/2019,,2053447,63,1714,7,USD
1539000,4,3/19/2019,,2053447,63,1424,4,USD
1539001,1,3/19/2019,,1981004,55,423,3,USD
1539002,1,3/19/2019,,581047,20,1952,2,EUR
1575000,1,4/24/2019,4/29/2019,717682,0,1715,4,EUR
1575002,1,4/24/2019,,1181370,42,1224,6,GBP
1575003,1,4/24/2019,4/30/2019,930705,0,1440,9,GBP
1576001,1,4/25/2019,4/28/2019,1561561,0,186,10,USD
1576002,1,4/25/2019,,1418168,48,1071,1,USD
1576003,1,4/25/2019,,864479,33,1581,1,EUR
1576004,1,4/25/2019,4/27/2019,247443,0,1445,3,CAD
1576005,1,4/25/2019,,1909425,48,666,1,USD
1576006,1,4/25/2019,4/28/2019,410819,0,2490,2,EUR
1576006,2,4/25/2019,4/28/2019,410819,0,424,6,EUR
1576007,1,4/25/2019,,1504353,59,1647,2,USD
1576007,2,4/25/2019,,1504353,59,1066,2,USD
1576008,1,4/25/2019,4/29/2019,1772294,0,1429,1,USD
1576008,2,4/25/2019,4/29/2019,1772294,0,1365,3,USD
1576008,3,4/25/2019,4/29/2019,1772294,0,858,3,USD
1576008,4,4/25/2019,4/29/2019,1772294,0,694,5,USD
1577000,1,4/26/2019,,1746364,55,1408,3,USD
1577002,1,4/26/2019,,486512,22,1598,8,EUR
1577002,2,4/26/2019,,486512,22,60,2,EUR
1577002,3,4/26/2019,,486512,22,1512,6,EUR
1577003,1,4/26/2019,,1461248,53,694,1,USD
1577006,1,4/26/2019,,1710324,62,1172,3,USD
1577006,2,4/26/2019,,1710324,62,521,5,USD
1577006,3,4/26/2019,,1710324,62,98,1,USD
1577006,4,4/26/2019,,1710324,62,1500,8,USD
1577006,5,4/26/2019,,1710324,62,516,4,USD
1577006,6,4/26/2019,,1710324,62,391,2,USD
1577006,7,4/26/2019,,1710324,62,649,2,USD
1577007,1,4/26/2019,,261256,8,439,1,CAD
1577007,2,4/26/2019,,261256,8,993,1,CAD
1577008,1,4/26/2019,4/30/2019,1370349,0,92,4,USD
1577008,2,4/26/2019,4/30/2019,1370349,0,1147,4,USD
1578001,1,4/27/2019,5/1/2019,986809,0,1684,1,GBP
1578001,2,4/27/2019,5/1/2019,986809,0,452,2,GBP
1578001,3,4/27/2019,5/1/2019,986809,0,1642,7,GBP
1578002,1,4/27/2019,,1574307,54,1549,8,USD
1578002,2,4/27/2019,,1574307,54,429,2,USD
1578002,3,4/27/2019,,1574307,54,1015,1,USD
1578003,1,4/27/2019,,1706908,65,1610,4,USD
1578003,2,4/27/2019,,1706908,65,648,2,USD
1578005,1,4/27/2019,,1498538,65,58,2,USD
1578005,2,4/27/2019,,1498538,65,1602,1,USD
1578005,3,4/27/2019,,1498538,65,483,6,USD
1578006,1,4/27/2019,,2014226,51,434,1,USD
1578006,2,4/27/2019,,2014226,51,103,3,USD
1578006,3,4/27/2019,,2014226,51,394,5,USD
1578006,4,4/27/2019,,2014226,51,2075,8,USD
1578007,1,4/27/2019,,101064,6,1691,1,AUD
1578007,2,4/27/2019,,101064,6,1803,7,AUD
1578007,3,4/27/2019,,101064,6,98,1,AUD
1578008,1,4/27/2019,,1476648,64,1544,3,USD
1578009,1,4/27/2019,5/1/2019,959948,0,1349,4,GBP
1578009,2,4/27/2019,5/1/2019,959948,0,2514,1,GBP
1578009,3,4/27/2019,5/1/2019,959948,0,661,2,GBP
1578010,1,4/27/2019,,695043,16,1429,1,EUR
1578011,1,4/27/2019,,879917,31,1307,4,EUR
1578011,2,4/27/2019,,879917,31,1591,1,EUR
1578012,1,4/27/2019,,438398,27,435,5,EUR
1578012,2,4/27/2019,,438398,27,1464,5,EUR
1578012,3,4/27/2019,,438398,27,1605,2,EUR
1578012,4,4/27/2019,,438398,27,1650,1,EUR
1578012,5,4/27/2019,,438398,27,1667,3,EUR
1578012,6,4/27/2019,,438398,27,430,1,EUR
1578013,1,4/27/2019,,826491,31,150,5,EUR
1578013,2,4/27/2019,,826491,31,313,8,EUR
1578013,3,4/27/2019,,826491,31,1046,7,EUR
1578013,4,4/27/2019,,826491,31,1770,6,EUR
1578014,1,4/27/2019,,1706247,66,1588,2,USD
1578014,2,4/27/2019,,1706247,66,608,6,USD
1578014,3,4/27/2019,,1706247,66,498,3,USD
1578015,1,4/27/2019,,950698,36,459,2,GBP
1578016,1,4/27/2019,,1886594,48,1671,2,USD
1578018,1,4/27/2019,4/29/2019,301503,0,1733,1,CAD
1578018,2,4/27/2019,4/29/2019,301503,0,139,2,CAD
1578019,1,4/27/2019,,323390,8,419,2,CAD
1578019,2,4/27/2019,,323390,8,1965,2,CAD
1578019,3,4/27/2019,,323390,8,122,5,CAD
1578019,4,4/27/2019,,323390,8,110,4,CAD
1578019,5,4/27/2019,,323390,8,1437,3,CAD
1578020,1,4/27/2019,4/29/2019,816104,0,2015,1,EUR
1578021,1,4/27/2019,,1055766,39,82,4,GBP
1578021,3,4/27/2019,,1055766,39,1686,2,GBP
1578021,4,4/27/2019,,1055766,39,2504,3,GBP
1579000,1,4/28/2019,5/3/2019,1561764,0,425,2,USD
1579000,2,4/28/2019,5/3/2019,1561764,0,1651,1,USD
1579001,1,4/28/2019,,1880727,48,100,3,USD
1579001,2,4/28/2019,,1880727,48,1639,1,USD
1579001,3,4/28/2019,,1880727,48,422,1,USD
1580000,1,4/29/2019,,681072,18,446,3,EUR
1580001,1,4/29/2019,,807958,34,1695,3,EUR
1580002,1,4/29/2019,,502900,27,1288,2,EUR
1580003,1,4/29/2019,,1221793,45,1665,2,USD
1580004,1,4/29/2019,,976172,36,182,1,GBP
1580005,1,4/29/2019,5/4/2019,580291,0,1452,5,EUR
1580006,1,4/29/2019,,952747,39,1500,4,GBP
1580007,1,4/29/2019,5/5/2019,1528345,0,1704,1,USD
1580007,2,4/29/2019,5/5/2019,1528345,0,439,2,USD
1580007,3,4/29/2019,5/5/2019,1528345,0,631,2,USD
1580008,1,4/29/2019,5/1/2019,198616,0,372,3,AUD
1580009,1,4/29/2019,,1075190,37,712,3,GBP
1580009,2,4/29/2019,,1075190,37,480,5,GBP
1580010,1,4/29/2019,,1941801,61,1296,4,USD
1580010,2,4/29/2019,,1941801,61,529,4,USD
1580010,3,4/29/2019,,1941801,61,963,8,USD
1580010,4,4/29/2019,,1941801,61,58,3,USD
1580011,1,4/29/2019,,1234624,47,961,3,USD
1580013,1,4/29/2019,,489501,24,1576,4,EUR
1580013,2,4/29/2019,,489501,24,1780,2,EUR
1580013,3,4/29/2019,,489501,24,106,2,EUR
1580013,4,4/29/2019,,489501,24,1531,1,EUR
1580013,5,4/29/2019,,489501,24,1901,1,EUR
1580013,6,4/29/2019,,489501,24,86,1,EUR
1580014,1,4/29/2019,,1358700,47,1476,3,USD
1580014,2,4/29/2019,,1358700,47,107,1,USD
1580014,4,4/29/2019,,1358700,47,539,3,USD
1580014,5,4/29/2019,,1358700,47,1732,2,USD
1580014,6,4/29/2019,,1358700,47,1557,2,USD
1580015,1,4/29/2019,,1618579,64,1685,2,USD
1581000,1,4/30/2019,,1130205,37,102,3,GBP
1581000,2,4/30/2019,,1130205,37,1373,2,GBP
1581001,1,4/30/2019,,2007028,56,1521,1,USD
1581001,2,4/30/2019,,2007028,56,1518,1,USD
1581002,1,4/30/2019,,452209,19,2186,3,EUR
1581002,2,4/30/2019,,452209,19,1199,1,EUR
1581003,1,4/30/2019,,949448,42,630,3,GBP
1581004,1,4/30/2019,,870682,31,108,4,EUR
1581004,2,4/30/2019,,870682,31,88,2,EUR
1581005,1,4/30/2019,,1262082,66,515,6,USD
1581005,2,4/30/2019,,1262082,66,1380,3,USD
1581005,3,4/30/2019,,1262082,66,1427,2,USD
1581006,1,4/30/2019,,1240910,65,2512,3,USD
1581006,2,4/30/2019,,1240910,65,1966,3,USD
1581007,1,4/30/2019,,1974345,57,457,3,USD
1581007,2,4/30/2019,,1974345,57,1467,1,USD
1581007,3,4/30/2019,,1974345,57,1638,2,USD
1581008,1,4/30/2019,,122533,5,450,8,AUD
1581008,2,4/30/2019,,122533,5,316,6,AUD
1581008,3,4/30/2019,,122533,5,2097,2,AUD
1581008,4,4/30/2019,,122533,5,455,3,AUD
1581009,1,4/30/2019,,1710320,44,1089,3,USD
1581010,1,4/30/2019,,1413890,59,2433,2,USD
1581010,2,4/30/2019,,1413890,59,1637,1,USD
1581010,3,4/30/2019,,1413890,59,1113,6,USD
1581011,1,4/30/2019,,194359,1,1489,1,AUD
1581011,2,4/30/2019,,194359,1,1066,4,AUD
1581011,3,4/30/2019,,194359,1,447,1,AUD
1581012,1,4/30/2019,,894252,33,1409,10,EUR
1581012,2,4/30/2019,,894252,33,1301,6,EUR
1581013,1,4/30/2019,,1961975,50,726,3,USD
1581014,1,4/30/2019,,930820,42,1623,4,GBP
1581014,2,4/30/2019,,930820,42,1703,1,GBP
1581014,3,4/30/2019,,930820,42,115,3,GBP
1581015,1,4/30/2019,,1716510,65,365,2,USD
1581015,2,4/30/2019,,1716510,65,46,3,USD
1581016,1,4/30/2019,5/3/2019,373746,0,1414,7,CAD
1581016,2,4/30/2019,5/3/2019,373746,0,2206,1,CAD
1581017,1,4/30/2019,,1251398,59,1601,1,USD
1581018,1,4/30/2019,,1664688,63,442,1,USD
1581018,2,4/30/2019,,1664688,63,1282,2,USD
1581018,3,4/30/2019,,1664688,63,1361,7,USD
1581018,4,4/30/2019,,1664688,63,1451,4,USD
1581019,1,4/30/2019,,1232857,65,332,7,USD
1581019,2,4/30/2019,,1232857,65,880,3,USD
1581019,3,4/30/2019,,1232857,65,1672,2,USD
1581019,4,4/30/2019,,1232857,65,1109,1,USD
1581019,5,4/30/2019,,1232857,65,1692,10,USD
1581019,6,4/30/2019,,1232857,65,1609,2,USD
1581019,7,4/30/2019,,1232857,65,1447,5,USD
1581020,1,4/30/2019,5/4/2019,1630103,0,1093,10,USD
1581020,2,4/30/2019,5/4/2019,1630103,0,346,4,USD
1581020,3,4/30/2019,5/4/2019,1630103,0,1730,7,USD
1581020,4,4/30/2019,5/4/2019,1630103,0,698,1,USD
1581022,1,4/30/2019,,2013811,45,460,4,USD
1581022,2,4/30/2019,,2013811,45,416,2,USD
1582000,1,5/1/2019,,1528439,61,1708,2,USD
1582000,2,5/1/2019,,1528439,61,84,2,USD
1582001,1,5/1/2019,5/6/2019,435655,0,2107,1,EUR
1582001,2,5/1/2019,5/6/2019,435655,0,2070,1,EUR
1582002,1,5/1/2019,,268465,8,1839,5,CAD
1582003,1,5/1/2019,,1758053,56,457,3,USD
1582004,1,5/1/2019,5/3/2019,1524144,0,1409,6,USD
1582005,1,5/1/2019,,853416,32,1705,5,EUR
1582006,1,5/1/2019,5/5/2019,1550543,0,1422,10,USD
1582006,2,5/1/2019,5/5/2019,1550543,0,342,6,USD
1582006,3,5/1/2019,5/5/2019,1550543,0,348,2,USD
1582006,4,5/1/2019,5/5/2019,1550543,0,83,7,USD
1582007,1,5/1/2019,,1929255,62,1688,4,USD
1582008,1,5/1/2019,5/5/2019,180605,0,447,2,AUD
1582010,1,5/1/2019,5/5/2019,1823888,0,1459,7,USD
1582010,2,5/1/2019,5/5/2019,1823888,0,1644,3,USD
1582011,1,5/1/2019,,1522232,56,2169,2,USD
1582012,1,5/1/2019,,1373028,61,554,3,USD
1582013,1,5/1/2019,,1883844,53,1193,1,USD
1582013,2,5/1/2019,,1883844,53,1520,1,USD
1582013,3,5/1/2019,,1883844,53,1709,7,USD
1582014,1,5/1/2019,,1483091,66,2011,1,USD
1582014,2,5/1/2019,,1483091,66,431,8,USD
1582015,1,5/1/2019,5/5/2019,1764261,0,708,4,USD
1582016,1,5/1/2019,,213183,10,1414,3,CAD
1582017,1,5/1/2019,,181622,5,669,1,AUD
1582019,1,5/1/2019,,1430214,51,83,1,USD
1582020,1,5/1/2019,,1736536,51,1453,2,USD
1582021,1,5/1/2019,,1404328,55,428,9,USD
1582021,2,5/1/2019,,1404328,55,57,2,USD
1582021,3,5/1/2019,,1404328,55,95,8,USD
1582022,1,5/1/2019,,763337,29,1229,2,EUR
1582023,1,5/1/2019,,1319752,45,1676,3,USD
1582023,2,5/1/2019,,1319752,45,1516,5,USD
1582025,1,5/1/2019,,1086276,42,439,1,GBP
1582025,2,5/1/2019,,1086276,42,114,6,GBP
1582027,1,5/1/2019,,701625,30,1578,1,EUR
1582027,2,5/1/2019,,701625,30,1691,2,EUR
1582027,3,5/1/2019,,701625,30,1434,4,EUR
1582028,1,5/1/2019,,1169886,38,25,7,GBP
1582028,3,5/1/2019,,1169886,38,460,3,GBP
1582028,4,5/1/2019,,1169886,38,90,4,GBP
1582029,1,5/1/2019,5/10/2019,252545,0,1620,2,CAD
1582029,2,5/1/2019,5/10/2019,252545,0,427,6,CAD
1582029,3,5/1/2019,5/10/2019,252545,0,1019,1,CAD
1582030,1,5/1/2019,,1583892,63,1522,8,USD
1582030,2,5/1/2019,,1583892,63,67,3,USD
1582030,3,5/1/2019,,1583892,63,2512,1,USD
1582030,4,5/1/2019,,1583892,63,1748,4,USD
1582030,5,5/1/2019,,1583892,63,9,1,USD
1582030,7,5/1/2019,,1583892,63,1810,3,USD
1582031,1,5/1/2019,5/7/2019,1756123,0,536,3,USD
1582031,2,5/1/2019,5/7/2019,1756123,0,1590,4,USD
1582031,3,5/1/2019,5/7/2019,1756123,0,1657,3,USD
1582031,4,5/1/2019,5/7/2019,1756123,0,1102,6,USD
1582033,1,5/1/2019,,561001,23,58,4,EUR
1582033,2,5/1/2019,,561001,23,2103,6,EUR
1582033,3,5/1/2019,,561001,23,260,3,EUR
1582033,4,5/1/2019,,561001,23,1612,2,EUR
1582034,1,5/1/2019,5/6/2019,2026978,0,705,2,USD
1582034,2,5/1/2019,5/6/2019,2026978,0,455,6,USD
1582034,3,5/1/2019,5/6/2019,2026978,0,1971,2,USD
1582035,1,5/1/2019,,2012168,62,2505,1,USD
1582035,2,5/1/2019,,2012168,62,1489,1,USD
1582035,3,5/1/2019,,2012168,62,1577,4,USD
1582035,4,5/1/2019,,2012168,62,436,3,USD
1582035,5,5/1/2019,,2012168,62,499,1,USD
1583000,1,5/2/2019,,1035342,38,674,6,GBP
1583000,2,5/2/2019,,1035342,38,368,2,GBP
1583001,1,5/2/2019,,805914,34,1770,7,EUR
1583001,2,5/2/2019,,805914,34,485,2,EUR
1583001,3,5/2/2019,,805914,34,1649,2,EUR
1583002,1,5/2/2019,,1313504,47,420,2,USD
1583002,2,5/2/2019,,1313504,47,67,1,USD
1583003,1,5/2/2019,,881169,34,1673,1,EUR
1583003,2,5/2/2019,,881169,34,1150,3,EUR
1583004,1,5/2/2019,,2080157,49,494,3,USD
1583005,1,5/2/2019,,1867338,62,1109,8,USD
1583005,2,5/2/2019,,1867338,62,1823,8,USD
1583005,3,5/2/2019,,1867338,62,1437,2,USD
1583007,1,5/2/2019,,1727849,59,2237,1,USD
1583007,2,5/2/2019,,1727849,59,70,2,USD
1583007,3,5/2/2019,,1727849,59,1055,8,USD
1583007,4,5/2/2019,,1727849,59,2005,6,USD
1583007,5,5/2/2019,,1727849,59,68,1,USD
1583007,6,5/2/2019,,1727849,59,1155,1,USD
1583008,1,5/2/2019,,1872442,66,1657,2,USD
1583008,2,5/2/2019,,1872442,66,440,1,USD
1583009,1,5/2/2019,,1586481,64,5,1,USD
1583009,3,5/2/2019,,1586481,64,460,1,USD
1583009,4,5/2/2019,,1586481,64,1073,3,USD
1583011,1,5/2/2019,,1426124,44,616,5,USD
1583011,2,5/2/2019,,1426124,44,2152,5,USD
1583012,1,5/2/2019,,261910,9,2491,3,CAD
1583013,1,5/2/2019,5/8/2019,1915808,0,934,1,USD
1583016,1,5/2/2019,,1679618,55,793,5,USD
1583016,2,5/2/2019,,1679618,55,1298,6,USD
1583017,1,5/2/2019,,1203510,64,112,7,USD
1583017,2,5/2/2019,,1203510,64,337,2,USD
1583017,3,5/2/2019,,1203510,64,959,1,USD
1583017,4,5/2/2019,,1203510,64,454,1,USD
1583017,5,5/2/2019,,1203510,64,1663,2,USD
1583017,6,5/2/2019,,1203510,64,1460,6,USD
1583017,7,5/2/2019,,1203510,64,1009,3,USD
1583018,1,5/2/2019,5/6/2019,836922,0,110,1,EUR
1583019,1,5/2/2019,5/5/2019,1732784,0,2112,4,USD
1583019,2,5/2/2019,5/5/2019,1732784,0,1814,7,USD
1583019,3,5/2/2019,5/5/2019,1732784,0,2514,3,USD
1583020,1,5/2/2019,,1445195,43,89,2,USD
1583020,2,5/2/2019,,1445195,43,532,5,USD
1583020,3,5/2/2019,,1445195,43,1534,10,USD
1583020,4,5/2/2019,,1445195,43,1425,2,USD
1583020,5,5/2/2019,,1445195,43,1427,2,USD
1583021,1,5/2/2019,,873119,34,71,5,EUR
1583022,1,5/2/2019,,1213515,43,2434,10,USD
1583023,1,5/2/2019,,1579183,57,422,9,USD
1583023,2,5/2/2019,,1579183,57,1485,3,USD
1583024,1,5/2/2019,,1528611,47,1643,1,USD
1583024,2,5/2/2019,,1528611,47,1328,2,USD
1583024,3,5/2/2019,,1528611,47,58,5,USD
1583024,4,5/2/2019,,1528611,47,51,7,USD
1583025,1,5/2/2019,,1091961,39,1798,1,GBP
1583027,1,5/2/2019,,98002,6,1495,1,AUD
1583027,2,5/2/2019,,98002,6,1605,3,AUD
1583027,3,5/2/2019,,98002,6,385,3,AUD
1583028,1,5/2/2019,5/8/2019,1727849,0,2106,3,USD
1583028,2,5/2/2019,5/8/2019,1727849,0,1645,6,USD
1583028,3,5/2/2019,5/8/2019,1727849,0,1154,7,USD
1583030,1,5/2/2019,,1248028,53,1612,4,USD
1583031,1,5/2/2019,,2098944,59,148,1,USD
1583032,1,5/2/2019,,535791,21,606,1,EUR
1583032,2,5/2/2019,,535791,21,103,6,EUR
1583033,1,5/2/2019,5/8/2019,1785081,0,1591,7,USD
1583034,1,5/2/2019,5/5/2019,1929631,0,69,3,USD
1583034,3,5/2/2019,5/5/2019,1929631,0,1005,3,USD
1583035,1,5/2/2019,,1385491,66,318,2,USD
1583035,2,5/2/2019,,1385491,66,1687,1,USD
1583035,3,5/2/2019,,1385491,66,1985,3,USD
1583036,1,5/2/2019,,1410305,44,1287,1,USD
1583036,2,5/2/2019,,1410305,44,1266,2,USD
1583037,1,5/2/2019,,856705,31,1290,1,EUR
1584000,1,5/3/2019,,734455,29,419,2,EUR
1584001,1,5/3/2019,,403332,20,1174,7,EUR
1584001,2,5/3/2019,,403332,20,663,2,EUR
1584002,1,5/3/2019,5/6/2019,1697467,0,1916,2,USD
1584002,2,5/3/2019,5/6/2019,1697467,0,103,2,USD
1584003,1,5/3/2019,,1146324,38,1658,6,GBP
1584003,2,5/3/2019,,1146324,38,402,1,GBP
1584003,3,5/3/2019,,1146324,38,1609,1,GBP
1584003,4,5/3/2019,,1146324,38,379,8,GBP
1584004,1,5/3/2019,,42840,6,1523,3,AUD
1584004,2,5/3/2019,,42840,6,144,2,AUD
1584005,1,5/3/2019,,392376,9,1408,9,CAD
1584006,1,5/3/2019,,1602426,64,1823,1,USD
1584006,2,5/3/2019,,1602426,64,974,4,USD
1584007,1,5/3/2019,,1203511,55,420,1,USD
1584007,2,5/3/2019,,1203511,55,1120,4,USD
1584008,1,5/3/2019,,1384305,54,1473,6,USD
1584009,1,5/3/2019,5/6/2019,1234648,0,507,3,USD
1584009,2,5/3/2019,5/6/2019,1234648,0,182,1,USD
1584010,1,5/3/2019,,530618,21,1726,2,EUR
1584010,2,5/3/2019,,530618,21,1126,2,EUR
1584011,1,5/3/2019,,1529022,64,2095,6,USD
1584012,1,5/3/2019,,613510,17,615,1,EUR
1584013,1,5/3/2019,,1053209,42,765,4,GBP
1584014,1,5/3/2019,5/7/2019,366365,0,1432,9,CAD
1584014,2,5/3/2019,5/7/2019,366365,0,2090,4,CAD
1584014,3,5/3/2019,5/7/2019,366365,0,83,3,CAD
1584014,4,5/3/2019,5/7/2019,366365,0,1351,8,CAD
1584015,1,5/3/2019,,1546746,63,292,3,USD
1584015,2,5/3/2019,,1546746,63,841,7,USD
1584015,3,5/3/2019,,1546746,63,1284,1,USD
1584015,4,5/3/2019,,1546746,63,1494,1,USD
1584015,5,5/3/2019,,1546746,63,1583,3,USD
1584016,1,5/3/2019,5/6/2019,1294690,0,2167,1,USD
1584016,2,5/3/2019,5/6/2019,1294690,0,181,8,USD
1584016,3,5/3/2019,5/6/2019,1294690,0,1575,1,USD
1584018,1,5/3/2019,,1450086,62,1784,3,USD
1584019,1,5/3/2019,,1129712,42,1677,1,GBP
1584019,2,5/3/2019,,1129712,42,1312,1,GBP
1584019,3,5/3/2019,,1129712,42,1538,1,GBP
1584019,4,5/3/2019,,1129712,42,25,4,GBP
1584020,1,5/3/2019,5/5/2019,1003708,0,1689,5,GBP
1584021,1,5/3/2019,,1806153,45,1569,8,USD
1584021,2,5/3/2019,,1806153,45,78,5,USD
1584021,3,5/3/2019,,1806153,45,1519,3,USD
1584021,4,5/3/2019,,1806153,45,1165,10,USD
1584022,1,5/3/2019,,1745076,55,1693,6,USD
1584022,2,5/3/2019,,1745076,55,152,1,USD
1584022,3,5/3/2019,,1745076,55,708,8,USD
1584022,4,5/3/2019,,1745076,55,458,1,USD
1584022,5,5/3/2019,,1745076,55,751,1,USD
1584022,6,5/3/2019,,1745076,55,437,6,USD
1584023,1,5/3/2019,,945870,39,104,6,GBP
